ANIO|CLAVE DE FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE PRODUCTO O SERVICIO|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO DE CLIENTES O  USUARIOS ACTIVOS AL CIERRE
2025|A2|12345|1|1|1|157|157|7|2072023|4
2025|A2|12345|1|1|1|157|157|7|2082014|1
2025|A2|12345|1|1|1|157|157|7|2089010|1
2025|A2|12345|1|1|1|157|157|7|2092021|2
2025|A2|12345|1|1|1|157|157|7|2093011|39
2025|A2|12345|1|1|1|157|157|7|2094019|1
2025|A2|12345|1|1|1|157|157|7|2094027|9
2025|A2|12345|1|1|1|157|157|7|2097013|7
2025|A2|12345|1|1|1|157|157|7|2098029|2
2025|A2|12345|1|1|1|157|157|7|2099043|28
2025|A2|12345|1|1|1|157|157|7|2111011|1
2025|A2|12345|1|1|1|157|157|7|2114023|2
2025|A2|12345|1|1|1|157|157|7|2122018|16
2025|A2|12345|1|1|1|157|157|7|2131019|1
2025|A2|12345|1|1|1|157|157|7|2131027|5
2025|A2|12345|1|1|1|157|157|7|2131043|6
2025|A2|12345|1|1|1|157|157|7|2312049|1
2025|A2|12345|1|1|1|157|157|7|2313039|3
2025|A2|12345|1|1|1|157|157|7|2317015|1
2025|A2|12345|1|1|1|157|157|7|2392025|3
2025|A2|12345|1|1|1|157|157|7|2394021|1
2025|A2|12345|1|1|1|157|157|7|2411015|6
2025|A2|12345|1|1|1|157|157|7|2411023|9
2025|A2|12345|1|1|1|157|157|7|2412013|11
2025|A2|12345|1|1|1|157|157|7|2412039|1
2025|A2|12345|1|1|1|157|157|7|2415017|25
2025|A2|12345|1|1|1|157|157|7|2419069|3
2025|A2|12345|1|1|1|157|157|7|2432011|210
2025|A2|12345|1|1|1|157|157|7|2434017|1
2025|A2|12345|1|1|1|157|157|7|2519017|4
2025|A2|12345|1|1|1|157|157|7|2529066|1
2025|A2|12345|1|1|1|157|157|7|2611029|1
2025|A2|12345|1|1|1|157|157|7|2612019|5
2025|A2|12345|1|1|1|157|157|7|2621010|8
2025|A2|12345|1|1|1|157|157|7|2633015|2
2025|A2|12345|1|1|1|157|157|7|2639039|7
2025|A2|12345|1|1|1|157|157|7|2711019|7
2025|A2|12345|1|1|1|157|157|7|2812015|14
2025|A2|12345|1|1|1|157|157|7|2829010|6
2025|A2|12345|1|1|1|157|157|7|2829028|2
2025|A2|12345|1|1|1|157|157|7|2921048|1
2025|A2|12345|1|1|1|157|157|7|2921056|1
2025|A2|12345|1|1|1|157|157|7|2929026|1
2025|A2|12345|1|1|1|157|157|7|3021011|1
2025|A2|12345|1|1|1|157|157|7|3032018|2
2025|A2|12345|1|1|1|157|157|7|3041019|3
2025|A2|12345|1|1|1|157|157|7|3051026|5
2025|A2|12345|1|1|1|157|157|7|3062015|2
2025|A2|12345|1|1|1|157|157|7|3071016|1
2025|A2|12345|1|1|1|157|157|7|3112018|1
2025|A2|12345|1|1|1|157|157|7|3113016|1
2025|A2|12345|1|1|1|157|157|7|3212024|4
2025|A2|12345|1|1|1|157|157|7|3219012|4
2025|A2|12345|1|1|1|157|157|7|3219038|1
2025|A2|12345|1|1|1|157|157|7|3221017|1
2025|A2|12345|1|1|1|157|157|7|3222015|2
2025|A2|12345|1|1|1|157|157|7|3229029|1
2025|A2|12345|1|1|1|157|157|7|3319010|1
2025|A2|12345|1|1|1|157|157|7|3319028|1
2025|A2|12345|1|1|1|157|157|7|3319036|1
2025|A2|12345|1|1|1|157|157|7|3321015|13
2025|A2|12345|1|1|1|157|157|7|3323029|10
2025|A2|12345|1|1|1|157|157|7|3323045|20
2025|A2|12345|1|1|1|157|157|7|3324019|2
2025|A2|12345|1|1|1|157|157|7|3331014|2
2025|A2|12345|1|1|1|157|157|7|3341013|2
2025|A2|12345|1|1|1|157|157|7|3341039|1
2025|A2|12345|1|1|1|157|157|7|3342011|3
2025|A2|12345|1|1|1|157|157|7|3354917|1
2025|A2|12345|1|1|1|157|157|7|3411022|1
2025|A2|12345|1|1|1|157|157|7|3411030|6
2025|A2|12345|1|1|1|157|157|7|3423027|1
2025|A2|12345|1|1|1|157|157|7|3511012|1
2025|A2|12345|1|1|1|157|157|7|3516038|29
2025|A2|12345|1|1|1|157|157|7|3516054|14
2025|A2|12345|1|1|1|157|157|7|3521037|5
2025|A2|12345|1|1|1|157|157|7|3531010|21
2025|A2|12345|1|1|1|157|157|7|3591022|4
2025|A2|12345|1|1|1|157|157|7|3593010|19
2025|A2|12345|1|1|1|157|157|7|3593028|2
2025|A2|12345|1|1|1|157|157|7|3593036|1
