ANIO|CLAVE DE FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE PRODUCTO O SERVICIO|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO DE CLIENTES O  USUARIOS ACTIVOS AL CIERRE
2025|A2|12345|3|1|1|157|157|15|2911015|4
2025|A2|12345|3|1|1|157|157|15|2912005|1
2025|A2|12345|3|1|1|157|157|15|2921030|2
2025|A2|12345|3|1|1|157|157|15|2921048|2
2025|A2|12345|3|1|1|157|157|15|2921056|30
2025|A2|12345|3|1|1|157|157|15|2921064|2
2025|A2|12345|3|1|1|157|157|15|2921072|3
2025|A2|12345|3|1|1|157|157|15|2929018|1
2025|A2|12345|3|1|1|157|157|15|2929026|4
2025|A2|12345|3|1|1|157|157|15|2929034|3
2025|A2|12345|3|1|1|157|157|15|3011038|1
2025|A2|12345|3|1|1|157|157|15|3013018|2
2025|A2|12345|3|1|1|157|157|15|3013026|6
2025|A2|12345|3|1|1|157|157|15|3022019|1
2025|A2|12345|3|1|1|157|157|15|3031010|4
2025|A2|12345|3|1|1|157|157|15|3041019|10
2025|A2|12345|3|1|1|157|157|15|3051018|1
2025|A2|12345|3|1|1|157|157|15|3051026|30
2025|A2|12345|3|1|1|157|157|15|3051034|6
2025|A2|12345|3|1|1|157|157|15|3061025|22
2025|A2|12345|3|1|1|157|157|15|3062015|23
2025|A2|12345|3|1|1|157|157|15|3072030|1
2025|A2|12345|3|1|1|157|157|15|3091014|14
2025|A2|12345|3|1|1|157|157|15|3092020|2
2025|A2|12345|3|1|1|157|157|15|3094018|2
2025|A2|12345|3|1|1|157|157|15|3095016|1
2025|A2|12345|3|1|1|157|157|15|3095024|3
2025|A2|12345|3|1|1|157|157|15|3096014|4
2025|A2|12345|3|1|1|157|157|15|3099042|7
